Index,processed_text
20558,"participate telangana cine swarna kamalam award number organise bjp cinema cell , felicitate hand award ."
20559,today meet userbjpprakashmehta ji delegation sra society goregaon .
20560,happy hashtag navy day hashtag big salute navy personal . hashtag jai hind hashtag
20561,attend tamil sammelan organize capt . tamil selvan mla malad . userdevfadnavis userigopalshetty userraosahebdanve usernarendramodi useramitshah
20562,place corruption 2 1 st century india . thank india
20563,time part cashless society . easy convenient . hashtag go cashless go digital hashtag uservinodchavda31 userbjp4india userbjp4gujarat
20564,shat shat naman . userbjym userbjplive userbjpsamvad userbiharbjp userbjpbengal
20565,"whether bjp , aap congress . every party declare source donation , big small , law . pay tax ! ? ! repeat"
20566,"meera sanyal ask rbi governor , many note govt many print . bjp clue ! repeat"
20567,bjp supporter statement demonetization step remind
20568,congrats usercglawson52 recognize live wire volunteer year ! repeat bjp
20569,great news ! people siolim unite behind goa forward reject bjp goondaraj !
20570,immensely proud part power hope . inspire international day person win disability userunicef userpriyankasaket userdeepaksoni1
20571,. usernarendramodi . userpibindia . useraninews . usersushmaswaraj . userrajnathsingh . userarunjaitley . usersushmaswaraj promote people people friendship
20572,"distress hear cm jayalalithaa suffer cardiac arrest , prayer speedy recovery nanda medium incharge bjp h . p ."
20573,social medium corner 4 th december via nmapp usernitinbhaipatel userdineshdasa1 usermansukhmandviya usergheluahir1 userniteshbjp
20574,"modi ji , beggar use swipe machine get donation , stop bjp go cashless pledge take cash"
20575,hashtag ad haar hashtag card new debit card . hashtag modi hashtag hashtag india hashtag bjp hashtag de monetization hashtag hashtag transform india hashtag
20576,"lose , india lose . right wing arrogance believe bjp india wonder criticism modi antinational act"
20577,hashtag th4 digital paisa hashtag bjp youth wing initiative take education around cashless transaction uninitiated . super start !
20578,money garib kalyan
20579,take stride userpaulkrugman bjp problem nobel prize . especially since give amartya sen
20580,hashtag ad haar hashtag card new debit card . hashtag modi hashtag hashtag india hashtag bjp hashtag de monetization hashtag hashtag transform india hashtag
20581,"say number bjp leader ball say even . source ,"
20582,deeply grieve learn sad demise cm hashtag jayalalithaa hashtag jee . heartfelt condolence people tamil nadu .
20583,ireparable lss humn resource midnight visitor wdout hope bhkt still real betr result failure govt shd resign blnder mistake finish bjp
20584,word need . picture explain everything hashtag hashtag modi bjp
20585,jai shree ram vote bjp misan number
20586,"demise tn cm jayalalitha , political vacuum create tn . let soul rip ."
20587,"country miss legend , lose great dynamic leader . rest peace . repeat hashtag jayalalithaa hashtag hashtag rip amma hashtag"
20588,"date , goa liberate colonial misrule . date , userarvindkejriwal initiate goa liberation bjp misrule ."
20589,"st president userbasantpandabjp senior ldrs condole sad demise f cm f tamil nadu , jayaram jayalalithaa . may soul rest peace ."
20590,deeply sadden demise hashtag tamil nadu hashtag cm j . jayalalithaa ji . may soul rest peace . nation lose icon . hashtag rip amma hashtag hashtag om shanti hashtag
20591,"senior aiadmk leader , puratchi thalaivi , cm jayalalithaa pass away great loss state country , vaccum never fill ."
20592,"way jayalalithaa serve people tamil nadu always remember year come sambit patra , bjp"
20593,sadden demise chief minister tn dr . j . jayalalitha ji pray god almighty soul rest peace userjayatvdottv
20594,congratulation people india . repeat hashtag hashtag usernarendramodi userisupportnamo usernarendramodiin
20595,new bjp state government impact real estate market userrepredictions hashtag real estate hashtag bjp
20596,. useramitshah reply ask whether bjp ready come rti disclose donation source . hashtag hashtag
20597,bjp leader arrest new currency note worth lac
20598,bjp reality acharya pramod ji . must watch ! repeat hashtag ram mandir 4 hindu hashtag hashtag modi time person of2016 hashtag news also fake lie . repeat
20599,cashless drive . repeat cashless
20600,pls careful n educate . repeat pls float . repeat userbjp4india usergitanjalids
20601,difference bjp useraamaadmiparty
20602,expose bjp mentality . calculate political benefit barely lay rest .
20603,hashtag hashtag good good help others usernarendramodi userdevfadnavis userzafarsareshwala userbjpitcellmaha userfoziazulfiquar usermanesha76
20604,hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people homeless
20605,jai shree ram vote bjp
20606,number slum demolish bjp lead mcd mehrauli area leave almost number people homeless cold food shelter
20607,hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people homeless
20608,hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people homeless
20609,"rt ndtv bjp manish sharma , number others arrest bengal rs number lakh new r number"
20610,hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people homeless
20611,bjp spokesperson usershainanc speaks hashtag news x hashtag hashtag 1 0 0 crreddyrow hashtag
20612,bjp bjp
20613,congrats harold gilmore name bob jones hammer week harold number number carrolton duals last week 1 9 5 lb !
20614,rt aapinnews hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people h
20615,bjp cell expose lie propaganda spread . via useryoutube
20616,"news rt sukhpalkhaira bjp mahila wing president bjp join aap dozen youth v . bariar ,"
20617,"people die bank queue exchange old currency , bjp leader hoard lakh new currency ."
20618,"good state bjp twitter username tweet joint failure userbjdodisha userbjpodisha govt , ruin hashtag odisha hashtag number side coin"
20619,rt aapinnews hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people h
20620,"pmc need head proactive pro development party execute project plan , time well within budget . bjp"
20621,"bjp . number liar , modi mislead nation black money mulayam singh yadav"
20622,wb bjp chief request jaitley rs number cr new currency
20623,hashtag petition hashtag submit honable userrashtrapatibhvn usertnccminority bjp lead union government humiliate express number number
20624,rt aapinnews hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people h
20625,rt aapinnews hashtag break hashtag number slum demolish bjp lead mcd mehrauli area leave almost number people h
20626,bjp spokesperson usermalviyamit speak hashtag news x hashtag hashtag make work hashtag
20627,rt ashu3page arvind kejriwal launch pan india strike bjp pm modi ? watch reply
20628,rt ashu3page arvind kejriwal launch pan india strike bjp pm modi ? watch reply
20629,karnataka highcourt dismiss petition call hashtag de monetisation hashtag laudable userbjp4karnataka userbsybjp usershobhabjp userbjparvind useramitshah usernsitharaman
20630,digital thiruvananthapuram bjp initiative popularize digital banking
20631,"nice see usernarendramodi invite usernandannilekani , run bjp congress ticket , consultation hashtag cashless economy hashtag"
20632,bjp kharghar organise breast cervical cancer awareness camp hell hashtag free hashtag hashtag mammography hashtag hashtag pap smear hashtag prevention good cure .
20633,bjp rewrite history redefine nationalism dr tharoor hashtag hashtag
20634,banking charge po limit rs . number month facilitate merchant hashtag modi hashtag bjp hashtag india hashtag hashtag india defeat black money hashtag hashtag cashless payment hashtag
20635,man bjp flog congress need clean
20636,"apart pm modi bjp , clear everyone demonetisation big failure userajaymaken usersharmisthagk usertshamsi88 userdilawarit"
20637,incompetence protection whiteexclamationmark hashtag mahesh shah hashtag bjp men get number cash shape new hashtag currency hashtag redquestionmark hashtag hashtag hashtag mufc hashtag
20638,bjp idea hashtag cashless hashtag corruption demand liquor hashtag el ction hashtag maharastra userptinews
20639,pay digitally buy petrol diesel percent discount hashtag modi hashtag bjp hashtag india hashtag hashtag india defeat black money hashtag hashtag cashless economy hashtag hashtag cashless payment hashtag
20640,maharashtra bjp mla paskar dhanagare extort number box clinkingbeermugs whisky fm state excise dept distribute among voter local body poll
20641,max great userbjhsswimanddive state meet ! bjp
20642,alex great userbjhsswimanddive state meet ! bjp
20643,daniel great userbjhsswimanddive state meet ! bjp
20644,happy birthday userbjpofficial hashtag birthday hashtag
20645,please stop wasting time bank queue . go bjp office . note new currency bank .
20646,attend felicitation ceremony newly elect municipal council nagaradhyakshas bjp nagpur .
20647,president anti corruption society carry new near number lakh . bjp lover get much amount ? repeat
20648,hashtag door door hashtag campaign bjp sad candidate sh . satish kainth ji ward number
20649,please vote support bjp candidate chandigarh . c . election .
20650,jammu kashmir cm mehbooba mufti walk cabinet meeting difference bjp minister restructuring state police
20651,good say userpnbajitchaudhry
20652,", bjp thank people maharashtra trust place leadership . rise expectation !"
20653,president national assembly vietnam call pm hashtag modi hashtag hashtag india hashtag bjp hashtag transform india hashtag
20654,"modi address rally number lakh deesa tomorrow , visit gujarat bjp headquarters first time pm"
20655,demonetization curb counterfeit hashtag modi hashtag hashtag india hashtag bjp hashtag transform india hashtag
20656,seem userbdutt account hack usersootradhar
20657,"goans ae sick tired bjp misrule . userarvindkejriwal begin process liberation date , , goa liberation day ."
